Date,open,high,low,close,tick_volume
2025-07-21 23:00:00+00:00,1.1694538593292236,1.174936294555664,1.1680059432983398,1.1694538593292236,0
2025-07-22 23:00:00+00:00,1.1739156246185303,1.1752538681030273,1.1712344884872437,1.1739156246185303,0
2025-07-23 23:00:00+00:00,1.1774264574050903,1.1787587404251099,1.1733232736587524,1.1774264574050903,0
2025-07-24 23:00:00+00:00,1.1756131649017334,1.1760693788528442,1.1707408428192139,1.1756131649017334,0
2025-07-27 23:00:00+00:00,1.1756821870803833,1.1770660877227783,1.1609952449798584,1.1756821870803833,0
2025-07-28 23:00:00+00:00,1.1596757173538208,1.160092830657959,1.1519941091537476,1.1596757173538208,0
2025-07-29 23:00:00+00:00,1.1550945043563843,1.157273530960083,1.1459347009658813,1.1550945043563843,0
2025-07-30 23:00:00+00:00,1.1429355144500732,1.1460267305374146,1.1406540870666504,1.1429355144500732,0
2025-07-31 23:00:00+00:00,1.142374038696289,1.1582921743392944,1.1394582986831665,1.142374038696289,0
2025-08-03 23:00:00+00:00,1.158668041229248,1.1588828563690186,1.1550945043563843,1.158668041229248,0
2025-08-04 23:00:00+00:00,1.1584129333496094,1.158815622329712,1.1530035734176636,1.1584129333496094,0
2025-08-05 23:00:00+00:00,1.1579166650772095,1.164646029472351,1.156510591506958,1.1579166650772095,0
2025-08-06 23:00:00+00:00,1.1663167476654053,1.1695358753204346,1.1614266633987427,1.1663167476654053,0
2025-08-07 23:00:00+00:00,1.1676650047302246,1.167924165725708,1.1630746126174927,1.1676650047302246,0
2025-08-10 23:00:00+00:00,1.1647952795028687,1.1676785945892334,1.1591111421585083,1.1647952795028687,0
2025-08-11 23:00:00+00:00,1.1618449687957764,1.1694538593292236,1.1599314212799072,1.1618449687957764,0
2025-08-12 23:00:00+00:00,1.1677058935165405,1.1730618476867676,1.1671879291534424,1.1677058935165405,0
2025-08-13 23:00:00+00:00,1.171289324760437,1.1715638637542725,1.1638462543487549,1.171289324760437,0
2025-08-14 23:00:00+00:00,1.1651345491409302,1.171522617340088,1.1647816896438599,1.1651345491409302,0
2025-08-17 23:00:00+00:00,1.1706587076187134,1.1710972785949707,1.166167140007019,1.1706587076187134,0
2025-08-18 23:00:00+00:00,1.1668338775634766,1.169344425201416,1.1641037464141846,1.1668338775634766,0
2025-08-19 23:00:00+00:00,1.164252758026123,1.1672561168670654,1.1623852252960205,1.164252758026123,0
2025-08-20 23:00:00+00:00,1.165175199508667,1.1661943197250366,1.1602678298950195,1.165175199508667,0
2025-08-21 23:00:00+00:00,1.16130530834198,1.1730343103408813,1.1583592891693115,1.16130530834198,0
2025-08-24 23:00:00+00:00,1.1709601879119873,1.1719757318496704,1.1667250394821167,1.1709601879119873,0
2025-08-25 23:00:00+00:00,1.1618449687957764,1.1664528846740723,1.1602543592453003,1.1618449687957764,0
2025-08-26 23:00:00+00:00,1.1639411449432373,1.1642799377441406,1.157474398612976,1.1639411449432373,0
2025-08-27 23:00:00+00:00,1.1647952795028687,1.168770432472229,1.1629530191421509,1.1647952795028687,0
2025-08-28 23:00:00+00:00,1.1681560277938843,1.1707408428192139,1.1654332876205444,1.1681560277938843,0
2025-08-31 23:00:00+00:00,1.1691803932189941,1.1735849380493164,1.1688660383224487,1.1691803932189941,0
2025-09-01 23:00:00+00:00,1.1715912818908691,1.1716049909591675,1.1613458395004272,1.1715912818908691,0
2025-09-02 23:00:00+00:00,1.163602590560913,1.1682243347167969,1.1609817743301392,1.163602590560913,0
2025-09-03 23:00:00+00:00,1.16604483127594,1.1667931079864502,1.1632235050201416,1.16604483127594,0
2025-09-04 23:00:00+00:00,1.1656913757324219,1.1759172677993774,1.1653246879577637,1.1656913757324219,0
2025-09-07 23:00:00+00:00,1.1713168621063232,1.175585389137268,1.1705764532089233,1.1713168621063232,0
2025-09-08 23:00:00+00:00,1.1769136190414429,1.1780366897583008,1.1718658208847046,1.1769136190414429,0
2025-09-09 23:00:00+00:00,1.1702749729156494,1.1730204820632935,1.1688660383224487,1.1702749729156494,0
2025-09-10 23:00:00+00:00,1.1703435182571411,1.1745636463165283,1.1668883562088013,1.1703435182571411,0
2025-09-11 23:00:00+00:00,1.1734747886657715,1.1748120784759521,1.170261263847351,1.1734747886657715,0
2025-09-14 23:00:00+00:00,1.1726491451263428,1.1774401664733887,1.1717147827148438,1.1726491451263428,0
2025-09-15 23:00:00+00:00,1.1763737201690674,1.1852554082870483,1.17583429813385,1.1763737201690674,0
2025-09-16 23:00:00+00:00,1.1871408224105835,1.187295913696289,1.18343186378479,1.1871408224105835,0
2025-09-17 23:00:00+00:00,1.1826341152191162,1.1848341226577759,1.1751296520233154,1.1826341152191162,0
2025-09-18 23:00:00+00:00,1.1791062355041504,1.1793843507766724,1.1730343103408813,1.1791062355041504,0
2025-09-21 23:00:00+00:00,1.1736950874328613,1.1786893606185913,1.172717809677124,1.1736950874328613,0
2025-09-22 23:00:00+00:00,1.1801080703735352,1.1820051670074463,1.178175449371338,1.1801080703735352,0
2025-09-23 23:00:00+00:00,1.1814465522766113,1.1816558837890625,1.1731306314468384,1.1814465522766113,0
2025-09-24 23:00:00+00:00,1.1744670867919922,1.1754333972930908,1.1667931079864502,1.1744670867919922,0
2025-09-25 23:00:00+00:00,1.166275978088379,1.1702202558517456,1.16593599319458,1.166275978088379,0
2025-09-28 23:00:00+00:00,1.170823097229004,1.1754887104034424,1.1705353260040283,1.170823097229004,0
2025-09-29 23:00:00+00:00,1.1731443405151367,1.1759449243545532,1.1713168621063232,1.1731443405151367,0
2025-09-30 23:00:00+00:00,1.1735849380493164,1.1778839826583862,1.171687364578247,1.1735849380493164,0
2025-10-01 23:00:00+00:00,1.1734058856964111,1.1759172677993774,1.1685655117034912,1.1734058856964111,0
2025-10-02 23:00:00+00:00,1.1725116968154907,1.1756683588027954,1.1716187000274658,1.1725116968154907,0
2025-10-05 23:00:00+00:00,1.171248197555542,1.1731581687927246,1.1654061079025269,1.171248197555542,0
2025-10-06 23:00:00+00:00,1.171028733253479,1.1710972785949707,1.1655147075653076,1.171028733253479,0
2025-10-07 23:00:00+00:00,1.1654603481292725,1.1654603481292725,1.1603620052337646,1.1654603481292725,0
2025-10-08 23:00:00+00:00,1.1631964445114136,1.164958119392395,1.1549211740493774,1.1631964445114136,0
2025-10-09 23:00:00+00:00,1.156644344329834,1.1629935503005981,1.1560827493667603,1.156644344329834,0
2025-10-12 23:00:00+00:00,1.160240888595581,1.1629664897918701,1.1559356451034546,1.160240888595581,0
2025-10-13 23:00:00+00:00,1.1566845178604126,1.160725712776184,1.154521107673645,1.1566845178604126,0
2025-10-14 23:00:00+00:00,1.1602274179458618,1.1648223400115967,1.1602274179458618,1.1602274179458618,0
2025-10-15 23:00:00+00:00,1.1646324396133423,1.1678286790847778,1.1643340587615967,1.1646324396133423,0
2025-10-16 23:00:00+00:00,1.1699601411819458,1.1728416681289673,1.165813684463501,1.1699601411819458,0
