symbol,bias,confidence,confidence_level,bullish_score,bearish_score,analysis_time,timestamp
GBPUSD,BULLISH,43.554534340359396,LOW,43.554534340359396,37.58419085597794,0.78s,2025-10-20T20:06:35.741908+00:00
